"id","percent_dem","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
49,25.0607484205411,12346,"Logan County, Kentucky",27049,13140,13909,1742,1666,1905,1630,1517,3169,3273,3292,2043,1684,2985,1675,468,41.1,6375,21249,20674,19833,5869,5128,20674,9938,10736,5128,2230,2898,27049,26576,473,26576,24572,1794,16,0,0,0,0,73,18,1,21,0,10,23,0,0,0,0,0,0,121,473,291,107,33,0,25045,2085,123,113,7,156,777,463,82,232,0,26272,23969,1784,16,73,0,2,428,14,414,12361,20477,9788,10689,2085,305,1046,674,60,18589,1080,1334,8084,3693,1209,1911,1278,16175,3189,3169,2978,725,3273,2907,438,7019,6067,1315,5128,4223,711,"32743","34182","34801","37418","40765","1005751","1037475","1031637","1149509","1050499",6
50,58.7917485265226,2036,"Jim Hogg County, Texas",5187,2703,2484,788,362,439,449,321,461,641,409,208,387,341,297,84,29.7,1794,3517,3393,3017,976,722,3393,1723,1670,722,288,434,5187,4867,320,4867,4759,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,320,0,10,0,0,5079,25,10,0,0,393,4805,4587,6,0,212,382,370,2,0,0,0,0,10,0,10,2370,3312,1667,1645,565,279,141,145,0,2828,324,396,1166,459,109,277,97,2108,374,461,388,28,641,521,90,1004,689,188,722,510,68,"30813","31832","33906","36197","39153","183524","187487","191711","192102","187807",6
51,15.9270699917125,13273,"Knox County, Kentucky",31288,15277,16011,1993,2017,2028,2183,2107,3880,3615,4115,1987,2015,3082,1727,539,40,7304,24868,23984,22521,6561,5348,23984,11570,12414,5348,2312,3036,31288,30730,558,30730,30149,248,165,0,0,0,0,109,89,0,20,0,0,0,0,33,0,0,0,33,26,558,231,101,128,0,30707,484,271,237,33,119,409,310,0,0,99,30879,29939,248,135,109,33,0,415,0,415,14796,23716,11309,12407,3024,642,1035,1096,251,20960,2531,2388,8317,3590,966,1634,1534,16041,3168,3880,3367,741,3615,3072,625,8117,5933,1289,5348,3669,513,"28890","29103","29501","30709","35312","637300","663008","651916","659265","659148",5
52,33.8933007534107,9822,"Piatt County, Illinois",16412,8114,8298,959,1091,958,988,837,1842,1980,2048,1378,1131,1824,975,401,42.1,3669,13206,12743,12236,3875,3200,12743,6248,6495,3200,1473,1727,16412,16190,222,16190,15877,181,3,0,0,0,0,93,0,19,0,2,0,72,0,0,0,0,0,0,36,222,25,83,26,0,16099,250,130,119,0,80,231,163,55,0,13,16181,15746,177,3,93,0,36,126,0,126,7435,12629,6196,6433,1164,138,486,410,130,11579,139,579,3849,2160,1399,2303,1150,10861,3453,1842,1770,763,1980,1843,577,4557,4380,1443,3200,2868,670,"50385","51141","53173","52688","57821","501880","491629","532774","521255","531709",4
53,22.5973385904386,8116,"Tipton County, Indiana",15154,7460,7694,816,926,798,944,817,1627,1671,2171,1286,962,1781,1065,290,44.9,3176,12374,11978,11513,3801,3136,11978,5910,6068,3136,1394,1742,15154,14832,322,14832,14584,8,3,0,0,0,0,80,17,33,12,0,0,9,9,0,0,0,0,0,157,322,121,77,53,13,14893,174,125,133,0,183,458,408,19,13,18,14696,14330,8,0,62,0,0,296,0,296,7021,11842,5872,5970,1125,180,350,448,147,10853,229,767,4331,1760,953,1919,894,9857,2813,1627,1486,531,1671,1394,509,4419,4231,1210,3136,2746,563,"42851","43417","45309","45677","48982","489185","498087","609072","597279","629846",6
54,67.9461248506022,87016,"Richmond County, Georgia",202178,97848,104330,13732,13112,12026,13848,16507,33199,23517,22502,11509,14033,17258,7843,3092,34.4,46219,160601,155959,145531,36329,28193,155959,74222,81737,28193,11741,16452,202178,195506,6672,195506,72958,114637,368,46,33,0,30,3945,525,622,1139,95,897,257,410,384,57,108,30,189,3214,6672,2740,729,924,159,78997,118349,1757,5538,667,4592,10287,3011,4244,384,2648,191891,68407,112551,321,3599,376,1168,5469,550,4919,89055,152902,72754,80148,23006,3463,9116,9027,1400,132953,4858,14113,42640,29697,11742,18388,11515,113982,29903,33199,29004,8500,23517,20661,5106,48044,41884,10702,28193,22433,5595,"34111","35640","36650","38085","41051","11978788","12145283","12442892","12793215","12704433",3
56,27.3436547604535,8203,"Alleghany County, Virginia",15030,7375,7655,665,831,822,827,730,1601,1425,2048,1258,1189,2041,1139,454,48,2855,12537,12175,11679,4356,3634,12175,5820,6355,3634,1602,2032,15030,14789,241,14789,13925,790,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,64,241,22,51,74,0,14166,893,132,84,0,77,231,43,20,0,168,14799,13733,790,0,10,0,33,233,5,228,8036,12080,5778,6302,1020,89,410,443,78,11155,419,769,4761,2493,1087,943,683,9967,1626,1601,1502,147,1425,1354,330,4495,4081,552,3634,3030,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
57,65.6788901433719,64657,"Albemarle County, Virginia",108819,51878,56941,5924,6154,5971,9874,7078,13714,12717,12791,7324,7075,11489,6122,2586,39.4,21863,89459,86956,79157,24367,20197,86956,40913,46043,20197,8850,11347,108819,105209,3610,105209,87871,10005,315,44,0,0,0,5981,1750,1521,331,133,808,464,974,48,48,0,0,0,989,3610,1268,172,918,60,91226,11681,622,7226,133,1865,6272,2226,715,182,3149,102547,83403,9936,284,5902,48,191,2783,196,2587,46235,81482,37942,43540,13138,728,4370,5908,2132,73818,2098,3314,10736,10692,3618,22495,20865,68406,43360,13714,12912,8035,12717,11863,7809,27190,25360,16475,20197,18271,11041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
58,19.4218608852755,1107,"Worth County, Missouri",2001,995,1006,105,124,95,132,106,185,225,202,173,157,236,156,105,48.2,420,1611,1581,1512,603,497,1581,760,821,497,221,276,2001,1982,19,1982,1967,12,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,19,5,8,1,0,1986,22,9,7,0,1,48,13,0,0,35,1953,1921,12,1,1,0,0,18,0,18,1270,1581,760,821,142,7,66,62,7,1439,59,82,635,287,113,175,88,1298,263,185,185,46,225,196,4,532,479,128,497,438,85,"32381","33354","33991","37715","40892","40840","49008","50696","58385","50899",6
61,40.50621669627,11260,"Plumas County, California",18844,9448,9396,796,953,848,1104,598,1869,1819,2058,1643,1939,3317,1525,375,51.9,3172,16138,15672,15038,6474,5217,15672,7818,7854,5217,2644,2573,18844,17903,941,17903,16679,279,350,7,0,0,0,232,8,170,37,10,7,0,0,29,0,0,0,29,334,941,8,425,85,0,17613,416,904,335,132,525,1749,1334,115,4,296,17095,15501,254,204,217,29,136,754,57,697,15873,15451,7713,7738,1127,170,379,532,46,14545,188,583,3505,4976,1727,2273,1293,13774,3566,1869,1638,478,1819,1760,587,5640,5390,1141,5217,4986,1360,"45292","46386","48110","50296","54185","994822","1122636","1078286","1215117","1084039",6
62,22.0698500394633,10136,"Fayette County, Indiana",23068,11290,11778,1203,1139,1704,1578,1299,2468,2755,3106,1573,1633,2679,1439,492,42.9,5079,18739,17989,17313,5655,4610,17989,8769,9220,4610,2103,2507,23068,22640,428,22640,21900,601,44,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,85,428,58,21,21,0,22328,659,65,31,0,413,297,205,0,0,92,22771,21709,577,44,10,0,3,428,328,100,10818,17873,8695,9178,1844,336,734,619,155,16145,767,1903,7181,2718,1190,1692,694,13475,2386,2468,2174,444,2755,2450,520,6312,5339,844,4610,3512,578,"36759","38095","39553","40402","43818","568850","578067","595113","585424","577970",5
63,40.184247823446,49390,"Macon County, Illinois",104688,49992,54696,6423,6322,6628,6664,6366,12602,11897,12177,7434,7368,11556,6148,3103,41.1,23319,83788,81369,77248,24987,20807,81369,38148,43221,20807,9040,11767,104688,99464,5224,99464,80865,16581,191,85,5,0,0,1215,253,124,473,64,54,50,197,63,17,3,0,43,549,5224,2502,1537,319,343,85712,19509,2115,1578,163,923,2451,1578,152,187,534,102237,79270,16470,172,1215,60,189,4861,82,4779,50364,80378,37603,42775,9084,1670,2953,3917,544,72285,1579,4722,24815,17704,6421,11316,5728,65984,17044,12602,11719,3346,11897,10793,3436,26979,25048,5741,20807,18424,4521,"44544","45019","47451","47492","51804","7676583","6870973","6819321","6930008","7089219",4
64,22.0153340635268,2739,"Custer County, Idaho",4193,2117,2076,134,259,209,243,255,254,348,474,319,306,886,389,117,53,760,3570,3433,3281,1604,1392,3433,1737,1696,1392,738,654,4193,3724,469,3724,3629,6,23,5,0,3,1,3,0,0,0,0,3,0,0,0,0,0,0,0,63,469,0,320,1,0,4089,6,343,30,26,185,299,148,0,0,151,3894,3571,6,20,3,0,0,294,42,252,3252,3415,1730,1685,340,46,89,198,7,3093,61,272,737,758,347,810,108,2760,918,254,249,131,348,311,136,1099,1015,206,1392,1185,445,"42241","41222","41749","43419","47771","182533","162605","174922","173845","182053",6
65,36.7369801628504,36598,"Buchanan County, Missouri",87904,44385,43519,5562,5410,5622,5462,6081,12068,10985,10664,5937,5868,8214,4195,1836,38.3,19798,70587,68106,64486,17709,14245,68106,34180,33926,14245,6145,8100,87904,83703,4201,83703,75591,4252,357,100,0,24,16,1170,253,276,91,7,60,222,261,513,356,132,0,25,1820,4201,2112,552,223,47,79484,6528,1136,1648,637,2852,5744,3913,544,526,761,82160,72663,4162,317,1170,303,60,3485,392,3093,38822,66550,33501,33049,8339,1306,2782,3456,795,59767,2214,4472,22278,14002,3724,9023,4054,53081,13077,12068,10571,2721,10985,9761,2264,22469,20211,5078,14245,12538,3014,"37422","38539","39032","40780","43594","4875837","5145772","5129805","5349524","5292679",4
67,53.0132441681252,76562,"Sandoval County, New Mexico",144954,71249,73705,7692,8701,11059,9733,7718,17829,18555,17978,9782,10102,16289,7160,2356,40.3,33691,115416,111263,106183,31804,25805,111263,53812,57451,25805,11777,14028,144954,132862,12092,132862,100168,3477,17786,23,2,4352,102,2243,190,367,824,161,104,89,508,261,47,116,17,81,8927,12092,671,1531,1302,78,110861,4441,20858,3895,481,17083,57442,31171,1050,298,24923,87512,61938,3156,16983,1917,172,511,2835,184,2651,57429,108630,52590,56040,11212,1744,3954,4966,548,100051,2724,6423,25314,24134,10467,18181,12808,90904,30989,17829,16291,4066,18555,16528,5991,37862,34793,11642,25805,23292,9290,"40381","40877","41802","44713","47989","3465366","3551748","3631559","4070802","4093503",3
68,44.3128272251309,15280,"Val Verde County, Texas",49018,24955,24063,4047,3483,4076,3663,4032,7190,5751,5424,2133,2210,3872,1936,1201,32.2,13885,36698,35133,32919,8120,7009,35133,17958,17175,7009,3143,3866,49018,45152,3866,45152,41308,656,155,0,0,0,0,346,0,176,111,6,32,6,15,5,5,0,0,0,2682,3866,202,128,64,69,45079,1010,357,410,28,6062,40299,37683,580,99,1937,8719,7264,621,55,346,5,78,350,0,350,19232,29358,14856,14502,5416,1110,1794,1856,656,29717,5833,3077,7287,5983,1855,3694,1988,20807,5682,7190,5976,1738,5751,4645,1453,9767,6637,1424,7009,3549,1067,"35222","35776","37153","39906","42532","1678187","1687337","1716761","1807348","1809790",5
69,66.610128422583,4127,"Wilkinson County, Mississippi",8727,4706,4021,542,565,459,337,690,1379,909,1104,764,467,943,380,188,38.5,1852,7102,6875,6744,1858,1511,6875,3738,3137,1511,651,860,8727,8656,71,8656,2430,6099,0,0,0,0,0,19,0,17,0,0,0,0,2,0,0,0,0,0,108,71,26,12,0,7,2468,6158,19,19,0,134,50,38,0,0,12,8677,2418,6061,0,19,0,108,71,26,45,5199,6875,3738,3137,741,291,369,81,0,6134,448,951,2653,691,523,515,353,4735,868,1379,987,132,909,760,113,2335,1893,375,1511,1095,248,"27278","28215","28793","30188","34316","147263","152648","154201","155614","164554",6
71,66.4924752215102,411042,"Norfolk County, Massachusetts",703740,338772,364968,37470,38874,43573,45211,43453,90842,88804,99008,52280,45656,65954,34023,18592,40.9,147302,575183,556438,530550,145408,118569,556438,263522,292916,118569,50562,68007,703740,678962,24778,678962,535717,50508,1021,0,7,0,36,79812,15998,39935,2676,1707,3102,10882,5512,264,33,176,39,16,11640,24778,5253,1386,8107,491,557488,59383,3961,90376,890,18837,33262,3061,7868,1827,20506,670478,518457,47660,770,79367,244,4502,19478,3361,16117,280180,510081,241322,268759,61279,5953,17196,21613,16517,495159,12837,16476,92752,66838,36112,142423,127721,465846,270144,90842,87264,58790,88804,84170,59553,196944,187595,104787,118569,106817,47014,"82485","85203","89004","93360","97787","51834876","52280066","54639952","56381963","54511995",2
72,77.8878346350444,374251,"San Mateo County, California",765623,379247,386376,43088,43566,43926,40559,41632,114328,109794,105732,52082,47099,69542,35747,18528,39.8,156769,627075,608854,587179,151519,123817,608854,298640,310214,123817,54172,69645,765623,707933,57690,707933,369924,18104,3917,125,16,123,174,225027,24733,91436,72118,9025,7212,4775,15728,9611,412,380,1744,7075,81350,57690,4082,3098,20048,390,419267,26261,10235,254134,14845,104467,184490,108508,3795,1647,70540,581133,295172,16772,1021,222208,9398,4058,32504,3192,29312,278756,505583,245332,260251,56002,4951,15410,22260,13381,552852,30982,21939,82274,91924,37851,162985,124897,499931,287882,114328,108124,66729,109794,100026,66792,204913,185125,102264,123817,106656,52097,"105796","115556","124705","131180","142264","106762817","123049631","131219118","138425996","140360794",2
74,25.9800582151483,16147,"Currituck County, North Carolina",27210,13515,13695,1419,1627,1876,1615,1207,3230,3521,3929,2087,2232,2883,1200,384,43,6045,21777,21165,20373,5636,4467,21165,10412,10753,4467,2117,2350,27210,26303,907,26303,24261,1496,93,23,15,0,0,111,6,22,55,5,14,0,9,18,18,0,0,0,324,907,287,126,129,42,25108,1837,307,256,18,639,1138,634,223,6,275,26072,23672,1492,93,107,18,147,543,23,520,16101,20890,10238,10652,1699,216,768,552,163,19466,495,1281,6095,4831,1851,3540,1373,17690,4913,3230,3094,1116,3521,3199,947,8248,7476,1803,4467,3921,1047,"44328","45506","46351","50389","53380","642719","728212","790842","841299","848760",2
76,31.9329279528285,16281,"Clare County, Michigan",30655,15295,15360,1663,1826,1532,1635,1473,3247,3050,3832,2657,2480,4370,2224,666,47.7,6081,25320,24574,23746,8906,7260,24574,12205,12369,7260,3496,3764,30655,29978,677,29978,29462,188,194,0,124,0,0,29,0,7,0,0,22,0,0,0,0,0,0,0,105,677,137,436,0,20,30102,345,650,36,17,182,643,511,49,6,77,30012,29039,188,163,29,0,0,593,4,589,23408,24473,12170,12303,2048,512,686,776,74,22526,1115,2149,8607,5920,2003,1669,1063,19262,2732,3247,2675,274,3050,2557,422,8969,7948,1108,7260,6082,928,"32291","33365","34528","34775","38991","896372","1016568","1189438","1123911","1110144",6
77,36.2739682790184,25346,"Barron County, Wisconsin",45182,22751,22431,2387,2661,3115,2480,2393,4889,4929,5430,3379,3612,5703,3044,1160,44.4,9792,36494,35390,34025,11931,9907,35390,17716,17674,9907,4621,5286,45182,44438,744,44438,42535,685,337,0,248,0,0,299,38,17,91,1,75,0,77,0,0,0,0,0,582,744,240,289,140,4,43271,950,642,439,0,641,1184,902,43,8,231,43998,41938,654,329,291,0,62,724,43,681,24230,34968,17486,17482,3244,478,1432,1152,182,32146,1161,1864,11532,6471,4483,4480,2155,29121,6635,4889,4446,1100,4929,4506,1016,12421,11435,2505,9907,8734,2014,"43885","45502","47981","50289","53375","2029937","2093375","2278052","2224632","2220897",6
78,32.684394767549,16283,"Tift County, Georgia",40590,19725,20865,2802,2596,2998,3584,2667,5156,5233,4632,2881,2052,3576,1819,594,36.1,10036,31417,30554,27832,7248,5989,30554,14379,16175,5989,2500,3489,40590,39043,1547,39043,25281,11914,92,34,0,0,0,511,181,62,90,11,0,157,10,1,0,0,1,0,1244,1547,536,55,144,9,26773,12495,166,697,16,2016,4890,4149,167,21,553,35700,22363,11914,92,506,1,21,803,95,708,16850,29028,13525,15503,4611,517,1040,3040,14,25943,1394,2966,8823,4770,3511,2064,2415,21583,4479,5156,4561,844,5233,4401,1048,9565,7898,1796,5989,4723,791,"34949","35438","36863","37892","41415","1788979","1810058","1913735","2028745","2068580",5
79,56.4981617647059,10880,"Bayfield County, Wisconsin",15088,7689,7399,641,801,688,720,651,1229,1389,1879,1276,1591,2692,1159,372,52.6,2610,12794,12478,12162,5194,4223,12478,6310,6168,4223,2128,2095,15088,14659,429,14659,12949,57,1549,11,1483,8,3,77,1,19,7,2,16,4,28,0,0,0,0,0,27,429,3,279,42,59,13300,120,1900,130,8,61,331,212,32,23,64,14757,12728,46,1481,77,0,16,409,24,385,13375,12415,6280,6135,891,141,248,371,131,11587,91,409,3254,2684,1433,2388,1328,11087,3716,1229,1173,412,1389,1328,506,4746,4577,1386,4223,4009,1412,"42304","44361","46585","48197","50826","414679","444805","476728","492039","455843",6
80,38.056010398555,118478,"Washington County, Pennsylvania",207081,101676,105405,10488,12321,10530,12416,11975,23336,23755,27686,15470,16579,24244,12675,5606,44.5,40463,171495,166618,158943,52339,42525,166618,81048,85570,42525,18862,23663,207081,202333,4748,202333,192562,6785,54,0,11,0,0,2015,711,543,156,0,119,84,402,63,0,25,13,25,854,4748,2196,784,805,181,197101,9260,1096,2866,123,1484,3659,1213,841,163,1442,203422,190052,6581,28,2015,63,205,4478,436,4042,96263,164857,80008,84849,17267,2172,6049,6966,2080,149351,2866,6823,55803,23626,14457,29871,15905,139662,45776,23336,22215,8785,23755,22840,10445,59735,56526,16733,42525,38081,9813,"52381","55046","57492","57447","61945","12211619","12843672","13636697","13342077","12385976",2
81,34.101890311096,11797,"Carroll County, Arkansas",28062,13978,14084,1544,1768,1781,1795,1315,2970,2913,3335,1742,2450,3976,1832,641,44.8,6144,22609,21918,20852,8069,6449,21918,10787,11131,6449,2951,3498,28062,26786,1276,26786,25059,251,338,80,0,6,0,384,27,167,153,0,2,0,35,277,0,0,0,277,477,1276,191,330,88,17,26302,459,695,484,281,1121,4237,2754,149,30,1304,23825,21984,70,298,384,277,25,787,189,598,13764,20298,9738,10560,2059,549,850,556,104,19859,1438,1279,7140,4599,1187,2785,1431,17142,4216,2970,2509,382,2913,2316,595,7527,6526,1652,6449,5791,1587,"31113","32692","33208","32829","34896","785041","844199","860736","898342","906741",6
82,37.51960085531,7015,"Mackinac County, Michigan",10781,5521,5260,402,433,495,472,550,1052,1035,1337,966,1004,1754,977,304,53.1,1690,9336,9091,8872,3616,3035,9091,4651,4440,3035,1499,1536,10781,10295,486,10295,8006,373,1770,22,1538,0,0,79,7,36,20,7,6,3,0,24,0,7,0,17,43,486,38,373,22,1,8476,435,2164,113,31,68,209,140,12,6,51,10572,7874,352,1763,79,24,7,473,15,458,11233,8833,4551,4282,662,147,248,212,55,8429,289,503,2888,2062,668,1185,834,7637,2019,1052,942,161,1035,944,253,3307,3079,657,3035,2672,948,"41099","42313","43345","44726","50473","404954","436560","444001","463208","435455",6
83,20.7787048073103,7551,"O'Brien County, Iowa",13796,6873,6923,880,969,857,858,727,1572,1507,1494,1081,982,1384,804,681,41.8,3254,10941,10542,10126,3394,2869,10542,5218,5324,2869,1258,1611,13796,13593,203,13593,13034,245,29,0,0,0,0,114,28,11,5,63,1,0,6,4,4,0,0,0,167,203,11,6,94,0,13237,256,37,213,4,257,711,428,150,0,133,13085,12710,213,10,114,4,0,34,0,34,6691,10373,5176,5197,1037,72,552,315,98,9505,339,438,3475,1948,1234,1601,470,8728,2071,1572,1500,374,1507,1426,375,3557,3298,831,2869,2504,491,"49706","50624","52741","53495","55875","883853","948855","936957","939662","908318",6
85,21.8518518518519,7830,"Lincoln County, West Virginia",20617,10242,10375,1173,1347,1351,1027,1116,2133,2637,2874,1287,1712,2383,1314,263,43.1,4633,16505,15984,15550,5077,3960,15984,7827,8157,3960,1878,2082,20617,20390,227,20390,20141,149,1,1,0,0,0,60,0,0,1,0,0,0,59,39,21,0,18,0,0,227,14,121,3,0,20368,163,122,63,51,77,132,71,39,22,0,20485,20042,149,1,60,18,0,215,77,138,9978,15925,7827,8098,1381,179,881,321,0,14603,1171,1728,6667,2877,1027,846,287,11704,1133,2133,1849,340,2637,2083,162,5873,4849,433,3960,2923,198,"28627","29483","31175","31954","34704","299088","290804","256810","264162","249579",3
86,16.9605656327596,23761,"Mercer County, Ohio",41034,20699,20335,3046,2635,3170,2699,2342,4609,4462,4888,3084,2845,4070,2257,927,39.4,10552,31754,30482,29009,9077,7254,30482,15250,15232,7254,3352,3902,41034,40636,398,40636,39638,279,0,0,0,0,0,272,0,0,104,0,64,86,18,337,30,0,0,307,110,398,205,81,15,7,40000,520,88,311,337,200,777,619,29,0,129,40257,39035,279,0,272,307,8,356,24,332,18136,30049,15016,15033,3340,397,1619,1114,210,27142,354,1757,11873,4654,3248,3413,1843,25031,5256,4609,4443,1581,4462,4251,1098,10817,10167,1803,7254,6170,774,"46335","48768","51591","50173","54089","2259225","2397394","2627640","2316104","2300674",5
88,27.5338530980714,4874,"Oscoda County, Michigan",8282,4197,4085,442,432,448,404,380,689,701,893,752,826,1351,696,268,52.3,1591,6871,6691,6486,2842,2315,6691,3333,3358,2315,1139,1176,8282,8102,180,8102,7951,57,56,0,12,0,0,12,0,7,5,0,0,0,0,0,0,0,0,0,26,180,20,116,2,0,8131,77,172,14,0,68,141,120,6,6,9,8141,7857,51,48,5,0,0,180,42,138,9238,6673,3330,3343,515,195,115,185,20,6176,444,663,2235,1662,430,470,272,5069,742,689,560,58,701,564,107,2471,2070,328,2315,1875,249,"32021","33095","34074","34885","37619","188953","200395","208748","227662","200914",6
89,26.051459673429,4042,"Fall River County, South Dakota",6721,3479,3242,275,357,310,357,184,594,596,838,565,687,1138,606,214,54.4,1161,5690,5560,5404,2397,1958,5560,2736,2824,1958,941,1017,6721,6377,344,6377,5793,0,503,68,0,2,236,80,38,40,0,0,0,2,0,0,0,0,0,0,1,344,10,306,0,0,6111,10,809,80,26,29,144,77,66,0,1,6577,5679,0,473,80,0,1,344,28,316,4227,5511,2699,2812,322,154,56,112,0,5238,100,373,1935,1229,569,652,380,4765,1032,594,530,89,596,557,266,2090,1890,301,1958,1788,376,"42668","43225","44267","45904","48905","260468","247964","243897","242246","225977",6
91,19.5132245357344,7108,"Adair County, Oklahoma",22171,11132,11039,1619,1528,1811,1563,1320,2611,2642,2775,1396,1429,2066,1065,346,37.6,5966,16862,16205,15403,4348,3477,16205,8022,8183,3477,1655,1822,22171,19996,2175,19996,9119,125,9834,9255,0,4,3,208,3,13,0,0,13,67,112,22,0,19,0,3,688,2175,51,1806,1,66,11156,298,11865,216,33,871,1551,1419,44,0,88,20620,8692,121,9688,207,22,4,1886,2,1884,9396,15981,7881,8100,1875,409,985,427,54,14330,664,2034,6561,2794,732,1071,474,11632,1545,2611,2179,207,2642,2141,295,5600,4575,544,3477,2737,499,"29990","31324","31873","32854","36005","439038","439673","480752","455163","431338",6
